device+AF8-id,UTC+AF8-datetime,UTC+AF8-date,UTC+AF8-time,datatype,satcount,U+AF8-bat+AF8-mV,bat+AF8-soc+AF8-pct,solar+AF8-I+AF8-mA,hdop,Latitude,Longitude,Altitude+AF8-m,speed+AF8-km+AF8-h,direction+AF8-deg,temperature+AF8-C,mag+AF8-x,mag+AF8-y,mag+AF8-z,acc+AF8-x,acc+AF8-y,acc+AF8-z
243726,2025+AC0-03+AC0-19 00:07:35,2025+AC0-03+AC0-19,00:07:35,GPS,7,3848,49,0,0.9,+AC0-0.422476000000000,32.651725999999996,1123,1,240,33,238,326,448,32,+AC0-163,766
243726,2025+AC0-03+AC0-19 00:27:35,2025+AC0-03+AC0-19,00:27:35,GPS,7,3848,49,0,0.9,+AC0-0.421564000000000,32.651257000000001,1145,0,291,35,7,348,491,195,+AC0-185,722
243726,2025+AC0-03+AC0-19 00:47:35,2025+AC0-03+AC0-19,00:47:35,GPS,6,3848,49,0,1.0,+AC0-0.420721000000000,32.651318000000003,1091,1,35,31,323,303,349,110,+AC0-162,977
243726,2025+AC0-03+AC0-19 01:07:38,2025+AC0-03+AC0-19,01:07:38,GPS,5,3848,49,0,1.3,+AC0-0.420612000000000,32.651195999999999,1035,1,136,31,440,83,402,251,+AC0-277,933
243726,2025+AC0-03+AC0-19 01:27:49,2025+AC0-03+AC0-19,01:27:49,GPS,5,3845,49,0,1.4,+AC0-0.436241000000000,32.616371000000001,1134,1,196,28,391,+AC0-22,550,17,72,1324
243726,2025+AC0-03+AC0-19 01:47:38,2025+AC0-03+AC0-19,01:47:38,GPS,4,3845,49,0,1.7,+AC0-0.436251000000000,32.616501000000000,1234,0,130,33,138,+AC0-339,446,42,+AC0-138,1032
243726,2025+AC0-03+AC0-19 02:08:05,2025+AC0-03+AC0-19,02:08:05,GPS,8,3845,49,0,0.8,+AC0-0.437287000000000,32.616225999999997,1130,0,185,32,+AC0-3,+AC0-317,490,65,+AC0-55,1040
243726,2025+AC0-03+AC0-19 02:27:35,2025+AC0-03+AC0-19,02:27:35,GPS,8,3842,48,0,0.8,+AC0-0.438890000000000,32.615856000000001,1122,1,254,32,+AC0-26,+AC0-288,519,91,+AC0-130,902
243726,2025+AC0-03+AC0-19 02:47:35,2025+AC0-03+AC0-19,02:47:35,GPS,8,3845,49,0,0.9,+AC0-0.440497000000000,32.615696000000000,1113,1,187,31,+AC0-48,+AC0-268,516,145,+AC0-192,1179
243726,2025+AC0-03+AC0-19 03:07:35,2025+AC0-03+AC0-19,03:07:35,GPS,7,3842,48,0,1.0,+AC0-0.442317000000000,32.615627000000003,1131,0,352,31,+AC0-137,+AC0-233,502,+AC0-45,+AC0-94,1055
243726,2025+AC0-03+AC0-19 03:27:40,2025+AC0-03+AC0-19,03:27:40,GPS,6,3842,48,0,1.7,+AC0-0.444003000000000,32.615681000000002,1109,1,155,32,+AC0-54,+AC0-270,537,136,+AC0-144,1177
243726,2025+AC0-03+AC0-19 03:47:35,2025+AC0-03+AC0-19,03:47:35,GPS,7,3842,48,0,1.2,+AC0-0.446301000000000,32.616940000000000,1128,1,141,34,+AC0-242,10,550,94,+AC0-67,1027
243726,2025+AC0-03+AC0-19 04:08:05,2025+AC0-03+AC0-19,04:08:05,GPS,9,3842,48,0,0.9,+AC0-0.447358000000000,32.618049999999997,1134,1,114,34,+AC0-234,+AC0-37,557,41,+AC0-150,895
243726,2025+AC0-03+AC0-19 04:27:35,2025+AC0-03+AC0-19,04:27:35,GPS,9,3842,48,0,1.0,+AC0-0.448144000000000,32.620060000000002,1128,0,220,32,199,+AC0-301,489,75,+AC0-227,1056
243726,2025+AC0-03+AC0-19 04:47:35,2025+AC0-03+AC0-19,04:47:35,GPS,8,3842,48,0,1.1,+AC0-0.448843000000000,32.622031999999997,1134,0,313,33,+AC0-203,+AC0-155,512,42,+AC0-134,937
243726,2025+AC0-03+AC0-19 05:07:35,2025+AC0-03+AC0-19,05:07:35,GPS,8,3842,48,0,1.2,+AC0-0.449419000000000,32.623322000000002,1140,1,74,35,24,+AC0-335,432,+AC0-156,+AC0-91,1098
243726,2025+AC0-03+AC0-19 05:27:35,2025+AC0-03+AC0-19,05:27:35,GPS,8,3837,46,0,1.3,+AC0-0.452617000000000,32.613052000000003,1135,2,312,32,135,+AC0-145,686,564,+AC0-126,607
243726,2025+AC0-03+AC0-19 05:47:35,2025+AC0-03+AC0-19,05:47:35,GPS,8,3831,45,0,1.3,+AC0-0.452547000000000,32.616013000000002,1138,0,57,31,+AC0-167,+AC0-233,453,+AC0-163,+AC0-165,771
243726,2025+AC0-03+AC0-19 06:07:35,2025+AC0-03+AC0-19,06:07:35,GPS,7,3831,45,0,1.4,+AC0-0.453541000000000,32.618766999999998,1128,0,95,32,+AC0-163,+AC0-223,469,+AC0-115,+AC0-193,1021
243726,2025+AC0-03+AC0-19 06:27:35,2025+AC0-03+AC0-19,06:27:35,GPS,6,3831,45,0,1.6,+AC0-0.456650000000000,32.623154000000000,1145,0,72,31,+AC0-238,49,569,146,+AC0-260,1039
243726,2025+AC0-03+AC0-19 06:47:37,2025+AC0-03+AC0-19,06:47:37,GPS,6,3831,45,0,1.7,+AC0-0.457041000000000,32.626465000000003,1125,0,228,30,+AC0-260,197,499,41,+AC0-17,1158
243726,2025+AC0-03+AC0-19 07:07:37,2025+AC0-03+AC0-19,07:07:37,GPS,6,3831,45,0,1.8,+AC0-0.457729000000000,32.630363000000003,1130,0,343,30,+AC0-249,180,491,133,+AC0-154,1221
243726,2025+AC0-03+AC0-19 07:28:35,2025+AC0-03+AC0-19,07:28:35,GPS,8,3831,45,0,0.8,+AC0-0.457643000000000,32.634028999999998,1140,0,73,33,+AC0-204,+AC0-122,529,162,+AC0-182,1065
243726,2025+AC0-03+AC0-19 07:47:35,2025+AC0-03+AC0-19,07:47:35,GPS,7,3828,44,0,0.9,+AC0-0.456856000000000,32.636046999999998,1148,2,78,32,+AC0-98,+AC0-270,491,+AC0-182,+AC0-340,1187
243726,2025+AC0-03+AC0-19 08:07:35,2025+AC0-03+AC0-19,08:07:35,GPS,7,3831,45,1,0.9,+AC0-0.464134000000000,32.631473999999997,1179,8,330,27,89,+AC0-300,471,161,+AC0-469,1043
243726,2025+AC0-03+AC0-19 08:27:35,2025+AC0-03+AC0-19,08:27:35,GPS,7,3834,45,1,0.9,+AC0-0.481820000000000,32.626125000000002,1185,25,195,26,+AC0-135,+AC0-108,610,31,+AC0-462,1219
243726,2025+AC0-03+AC0-19 08:47:35,2025+AC0-03+AC0-19,08:47:35,GPS,5,3837,46,1,1.1,+AC0-0.498987000000000,32.631058000000003,1201,24,254,26,+AC0-36,+AC0-266,497,35,+AC0-248,934
243726,2025+AC0-03+AC0-19 09:07:35,2025+AC0-03+AC0-19,09:07:35,GPS,6,3834,45,0,1.0,+AC0-0.510138000000000,32.611263000000001,1144,1,36,26,+AC0-87,+AC0-213,540,75,+AC0-238,1075
243726,2025+AC0-03+AC0-19 09:27:36,2025+AC0-03+AC0-19,09:27:36,GPS,5,3834,45,0,1.5,+AC0-0.530598000000000,32.636054999999999,1081,25,133,25,+AC0-117,286,597,+AC0-141,+AC0-391,814
243726,2025+AC0-03+AC0-19 09:48:03,2025+AC0-03+AC0-19,09:48:03,GPS,7,3834,45,0,0.9,+AC0-0.534379000000000,32.647682000000003,1161,0,0,30,+AC0-251,+AC0-114,416,155,39,1002
243726,2025+AC0-03+AC0-19 10:07:36,2025+AC0-03+AC0-19,10:07:36,GPS,7,3834,45,0,0.9,+AC0-0.536332000000000,32.639153000000000,1259,20,151,24,+AC0-203,197,589,71,+AC0-583,1328
243726,2025+AC0-03+AC0-19 10:27:37,2025+AC0-03+AC0-19,10:27:37,GPS,6,3834,45,0,1.1,+AC0-0.540345000000000,32.634556000000003,1131,1,312,30,96,+AC0-257,560,139,+AC0-151,1121
243726,2025+AC0-03+AC0-19 10:47:35,2025+AC0-03+AC0-19,10:47:35,GPS,6,3834,45,0,1.2,+AC0-0.538688000000000,32.634937000000001,1135,1,260,32,+AC0-204,+AC0-128,515,122,+AC0-55,867
243726,2025+AC0-03+AC0-19 11:07:35,2025+AC0-03+AC0-19,11:07:35,GPS,6,3831,45,0,1.4,+AC0-0.538046000000000,32.635845000000003,1128,1,13,32,137,+AC0-326,448,47,+AC0-211,869
243726,2025+AC0-03+AC0-19 11:27:35,2025+AC0-03+AC0-19,11:27:35,GPS,6,3831,45,0,1.6,+AC0-0.534779000000000,32.636799000000003,1119,0,29,34,153,+AC0-321,505,117,+AC0-155,1023
243726,2025+AC0-03+AC0-19 11:47:37,2025+AC0-03+AC0-19,11:47:37,GPS,6,3831,45,0,1.8,+AC0-0.530947000000000,32.639468999999998,1126,3,76,33,74,380,489,136,+AC0-19,946
243726,2025+AC0-03+AC0-19 12:08:05,2025+AC0-03+AC0-19,12:08:05,GPS,9,3831,45,0,0.8,+AC0-0.527923000000000,32.643791000000000,1136,1,77,33,205,355,488,91,+AC0-142,956
243726,2025+AC0-03+AC0-19 12:27:35,2025+AC0-03+AC0-19,12:27:35,GPS,9,3828,44,0,0.8,+AC0-0.527016000000000,32.648750000000000,1132,1,81,33,+AC0-169,221,571,+AC0-24,+AC0-128,964
243726,2025+AC0-03+AC0-19 12:47:35,2025+AC0-03+AC0-19,12:47:35,GPS,9,3831,45,4,0.8,+AC0-0.511284000000000,32.661751000000002,1178,12,331,29,181,+AC0-278,513,+AC0-108,+AC0-472,1105
243726,2025+AC0-03+AC0-19 13:07:36,2025+AC0-03+AC0-19,13:07:36,GPS,9,3842,48,4,0.8,+AC0-0.443809000000000,32.738686000000001,1332,51,36,27,+AC0-169,+AC0-157,553,83,+AC0-400,1038
243726,2025+AC0-03+AC0-19 13:27:35,2025+AC0-03+AC0-19,13:27:35,GPS,8,3848,49,4,0.9,+AC0-0.372883000000000,32.852207000000000,1285,51,98,27,+AC0-3,+AC0-233,584,87,+AC0-412,1137
243726,2025+AC0-03+AC0-19 13:47:37,2025+AC0-03+AC0-19,13:47:37,GPS,8,3856,51,5,0.9,+AC0-0.330834000000000,32.966740000000001,1529,73,81,27,68,400,496,52,+AC0-375,1033
243726,2025+AC0-03+AC0-19 14:07:35,2025+AC0-03+AC0-19,14:07:35,GPS,5,3859,52,2,1.2,+AC0-0.322107000000000,33.093918000000002,1127,21,301,28,+AC0-91,+AC0-268,463,200,+AC0-268,1086
243726,2025+AC0-03+AC0-19 14:27:39,2025+AC0-03+AC0-19,14:27:39,GPS,4,3862,52,4,2.0,+AC0-0.291207000000000,33.199275999999998,1409,82,73,27,190,369,475,33,+AC0-374,1015
243726,2025+AC0-03+AC0-19 14:47:36,2025+AC0-03+AC0-19,14:47:36,GPS,5,3864,52,1,1.2,+AC0-0.224792000000000,33.311829000000003,1213,67,50,27,440,70,408,127,+AC0-457,1193
243726,2025+AC0-03+AC0-19 15:07:36,2025+AC0-03+AC0-19,15:07:36,GPS,5,3864,52,1,1.2,+AC0-0.159356000000000,33.345840000000003,1105,29,359,27,389,+AC0-75,514,11,+AC0-541,1282
243726,2025+AC0-03+AC0-19 15:27:37,2025+AC0-03+AC0-19,15:27:37,GPS,5,3864,52,0,1.2,+AC0-0.118076000000000,33.354644999999998,709,14,204,27,+AC0-44,+AC0-217,582,56,+AC0-487,1229
243726,2025+AC0-03+AC0-19 15:47:52,2025+AC0-03+AC0-19,15:47:52,GPS,5,3864,52,0,1.2,+AC0-0.069741000000000,33.374889000000003,1346,34,322,27,226,+AC0-277,440,54,+AC0-229,987
243726,2025+AC0-03+AC0-19 16:07:51,2025+AC0-03+AC0-19,16:07:51,GPS,5,3862,52,0,1.2,+AC0-0.052352000000000,33.408298000000002,1217,10,288,27,19,+AC0-303,432,68,+AC0-343,1068
243726,2025+AC0-03+AC0-19 16:27:41,2025+AC0-03+AC0-19,16:27:41,GPS,4,3859,52,0,1.4,+AC0-0.050939000000000,33.406509000000000,1987,24,199,27,+AC0-70,+AC0-132,654,93,+AC0-405,1072
243726,2025+AC0-03+AC0-19 16:48:35,2025+AC0-03+AC0-19,16:48:35,GPS,5,3859,52,0,1.4,+AC0-0.060311000000000,33.385917999999997,1142,22,233,29,+AC0-32,+AC0-273,515,37,+AC0-432,815
243726,2025+AC0-03+AC0-19 17:07:36,2025+AC0-03+AC0-19,17:07:36,GPS,5,3853,51,0,1.5,+AC0-0.065840000000000,33.380707000000001,1129,1,92,32,+AC0-97,+AC0-273,501,66,+AC0-159,1020
243726,2025+AC0-03+AC0-19 17:27:39,2025+AC0-03+AC0-19,17:27:39,GPS,5,3851,50,0,1.7,+AC0-0.066959000000000,33.383597999999999,1143,1,121,35,+AC0-106,295,543,95,+AC0-161,1154
243726,2025+AC0-03+AC0-19 17:48:04,2025+AC0-03+AC0-19,17:48:04,GPS,5,3842,48,0,1.2,+AC0-0.068136000000000,33.386673000000002,1117,1,138,35,+AC0-193,195,550,177,+AC0-193,993
243726,2025+AC0-03+AC0-19 18:08:05,2025+AC0-03+AC0-19,18:08:05,GPS,9,3839,47,0,0.9,+AC0-0.069637000000000,33.389256000000003,1128,0,208,34,336,280,426,159,+AC0-237,923
243726,2025+AC0-03+AC0-19 18:27:35,2025+AC0-03+AC0-19,18:27:35,GPS,9,3839,47,0,0.9,+AC0-0.070194000000000,33.389178999999999,1128,0,33,31,164,375,483,29,+AC0-273,847
243726,2025+AC0-03+AC0-19 18:47:35,2025+AC0-03+AC0-19,18:47:35,GPS,8,3839,47,0,1.1,+AC0-0.060708000000000,33.399830000000001,1131,0,214,27,+AC0-65,+AC0-200,592,284,+AC0-280,933
243726,2025+AC0-03+AC0-19 19:07:35,2025+AC0-03+AC0-19,19:07:35,GPS,7,3839,47,0,1.1,+AC0-0.060293000000000,33.399624000000003,1137,1,219,31,+AC0-243,136,545,189,+AC0-153,1048
243726,2025+AC0-03+AC0-19 19:27:35,2025+AC0-03+AC0-19,19:27:35,GPS,8,3839,47,0,1.0,+AC0-0.059957000000000,33.399417999999997,1143,0,294,32,+AC0-189,289,494,147,+AC0-143,1187
243726,2025+AC0-03+AC0-19 19:47:35,2025+AC0-03+AC0-19,19:47:35,GPS,8,3839,47,0,1.0,+AC0-0.059303000000000,33.399245999999998,1138,0,13,31,327,281,457,142,+AC0-234,909
243726,2025+AC0-03+AC0-19 20:07:35,2025+AC0-03+AC0-19,20:07:35,GPS,8,3839,47,0,1.0,+AC0-0.058113000000000,33.397537000000000,1136,1,346,32,385,+AC0-157,486,205,+AC0-88,1052
243726,2025+AC0-03+AC0-19 20:27:36,2025+AC0-03+AC0-19,20:27:36,GPS,8,3839,47,0,1.2,+AC0-0.053659000000000,33.372821999999999,1284,20,152,24,59,359,570,34,+AC0-497,803
243726,2025+AC0-03+AC0-19 20:47:35,2025+AC0-03+AC0-19,20:47:35,GPS,7,3839,47,0,1.4,+AC0-0.054375000000000,33.352885999999998,1218,43,233,22,47,+AC0-249,537,54,+AC0-413,859
243726,2025+AC0-03+AC0-19 21:07:35,2025+AC0-03+AC0-19,21:07:35,GPS,8,3839,47,0,1.3,+AC0-0.071714000000000,33.327643999999999,1468,43,261,22,175,+AC0-256,511,69,+AC0-389,1079
243726,2025+AC0-03+AC0-19 21:27:38,2025+AC0-03+AC0-19,21:27:38,GPS,6,3839,47,0,1.6,+AC0-0.097416000000000,33.297103999999997,1250,33,113,22,+AC0-117,+AC0-142,586,52,+AC0-224,835
243726,2025+AC0-03+AC0-19 21:47:40,2025+AC0-03+AC0-19,21:47:40,GPS,6,3837,46,0,1.9,+AC0-0.136889000000000,33.236426999999999,1490,41,224,22,+AC0-192,+AC0-64,600,15,+AC0-371,1031
243726,2025+AC0-03+AC0-19 22:09:00,2025+AC0-03+AC0-19,22:09:00,GPS,4,3837,46,0,2.8,+AC0-0.158361000000000,33.177298999999998,1193,46,234,26,+AC0-211,22,609,78,+AC0-497,775
243726,2025+AC0-03+AC0-19 22:28:05,2025+AC0-03+AC0-19,22:28:05,GPS,5,3834,45,0,1.7,+AC0-0.143424000000000,33.103408999999999,1323,68,272,23,187,+AC0-242,520,37,+AC0-551,1400
243726,2025+AC0-03+AC0-19 22:47:37,2025+AC0-03+AC0-19,22:47:37,GPS,5,3834,45,0,1.5,+AC0-0.157193000000000,33.008468999999998,1254,68,267,22,131,+AC0-280,483,+AC0-63,+AC0-243,777
243726,2025+AC0-03+AC0-19 23:07:40,2025+AC0-03+AC0-19,23:07:40,GPS,4,3834,45,0,1.5,+AC0-0.165837000000000,32.935519999999997,1239,29,211,22,+AC0-182,214,612,42,+AC0-163,633
243726,2025+AC0-03+AC0-19 23:28:39,2025+AC0-03+AC0-19,23:28:39,GPS,5,3834,45,0,1.3,+AC0-0.180738000000000,32.875461999999999,1154,31,344,24,300,326,310,79,+AC0-362,1052
243726,2025+AC0-03+AC0-19 23:47:52,2025+AC0-03+AC0-19,23:47:52,GPS,4,3831,45,0,1.8,+AC0-0.198059000000000,32.808205000000001,1130,35,199,23,+AC0-240,142,562,44,+AC0-550,1337
243726,2025+AC0-03+AC0-20 00:08:08,2025+AC0-03+AC0-20,00:08:08,GPS,4,3828,44,0,2.0,+AC0-0.251724000000000,32.763409000000003,1166,43,202,24,+AC0-229,3,582,+AC0-81,+AC0-113,599
243726,2025+AC0-03+AC0-20 00:27:47,2025+AC0-03+AC0-20,00:27:47,GPS,4,3828,44,0,1.8,+AC0-0.308913000000000,32.714469999999999,1301,27,183,23,+AC0-228,168,592,35,+AC0-416,1109
243726,2025+AC0-03+AC0-20 00:47:51,2025+AC0-03+AC0-20,00:47:51,GPS,4,3828,44,0,1.7,+AC0-0.339588000000000,32.669215999999999,1298,37,221,22,+AC0-228,+AC0-50,556,88,+AC0-299,987
243726,2025+AC0-03+AC0-20 01:08:05,2025+AC0-03+AC0-20,01:08:05,GPS,9,3828,44,0,1.1,+AC0-0.370224000000000,32.627167000000000,1133,1,291,28,339,+AC0-193,465,129,+AC0-109,1096
243726,2025+AC0-03+AC0-20 01:27:35,2025+AC0-03+AC0-20,01:27:35,GPS,9,3828,44,0,1.0,+AC0-0.369475000000000,32.625107000000000,1134,0,276,31,313,+AC0-236,517,49,+AC0-124,991
243726,2025+AC0-03+AC0-20 01:47:35,2025+AC0-03+AC0-20,01:47:35,GPS,9,3828,44,0,0.9,+AC0-0.369179000000000,32.623641999999997,1138,0,336,29,12,346,564,+AC0-164,+AC0-311,1000
243726,2025+AC0-03+AC0-20 02:07:36,2025+AC0-03+AC0-20,02:07:36,GPS,9,3828,44,0,0.9,+AC0-0.401375000000000,32.587017000000003,1214,36,255,23,+AC0-119,164,669,+AC0-82,+AC0-355,749
243726,2025+AC0-03+AC0-20 02:27:35,2025+AC0-03+AC0-20,02:27:35,GPS,9,3826,43,0,0.9,+AC0-0.408978000000000,32.540545999999999,1312,42,273,23,291,+AC0-195,521,35,+AC0-327,991
243726,2025+AC0-03+AC0-20 02:47:35,2025+AC0-03+AC0-20,02:47:35,GPS,9,3826,43,0,0.9,+AC0-0.426667000000000,32.535060999999999,1312,25,144,23,+AC0-152,300,568,73,+AC0-330,1077
243726,2025+AC0-03+AC0-20 03:07:35,2025+AC0-03+AC0-20,03:07:35,GPS,8,3826,43,0,1.0,+AC0-0.444763000000000,32.530009999999997,1231,13,16,24,+AC0-205,247,563,76,+AC0-298,889
243726,2025+AC0-03+AC0-20 03:27:35,2025+AC0-03+AC0-20,03:27:35,GPS,9,3826,43,0,0.9,+AC0-0.471852000000000,32.511982000000003,1327,24,219,24,260,+AC0-232,473,46,+AC0-503,949
243726,2025+AC0-03+AC0-20 03:47:35,2025+AC0-03+AC0-20,03:47:35,GPS,9,3826,43,0,1.0,+AC0-0.513003000000000,32.518517000000003,1242,19,84,23,120,392,521,20,+AC0-155,716
243726,2025+AC0-03+AC0-20 04:07:35,2025+AC0-03+AC0-20,04:07:35,GPS,6,3826,43,0,1.3,+AC0-0.541306000000000,32.550494999999998,1135,1,145,28,+AC0-277,190,489,438,60,941
243726,2025+AC0-03+AC0-20 04:27:35,2025+AC0-03+AC0-20,04:27:35,GPS,6,3826,43,0,1.4,+AC0-0.581040000000000,32.561604000000003,1121,2,303,27,116,+AC0-268,566,177,+AC0-34,928
243726,2025+AC0-03+AC0-20 04:47:36,2025+AC0-03+AC0-20,04:47:36,GPS,6,3826,43,0,1.6,+AC0-0.617793000000000,32.585171000000003,1125,1,38,26,275,311,512,+AC0-158,+AC0-261,819
243726,2025+AC0-03+AC0-20 05:07:49,2025+AC0-03+AC0-20,05:07:49,GPS,6,3826,43,0,1.8,+AC0-0.616042000000000,32.586433000000000,1139,1,321,31,372,+AC0-144,487,71,+AC0-115,913
243726,2025+AC0-03+AC0-20 05:27:50,2025+AC0-03+AC0-20,05:27:50,GPS,6,3823,42,0,2.0,+AC0-0.614218000000000,32.585071999999997,1159,1,285,34,+AC0-44,+AC0-294,496,118,+AC0-35,894
243726,2025+AC0-03+AC0-20 05:48:05,2025+AC0-03+AC0-20,05:48:05,GPS,10,3817,41,0,0.8,+AC0-0.613864000000000,32.584372999999999,1139,1,112,35,+AC0-220,201,522,56,+AC0-75,1048
243726,2025+AC0-03+AC0-20 06:08:05,2025+AC0-03+AC0-20,06:08:05,GPS,5,3817,41,0,1.3,+AC0-0.613930000000000,32.587341000000002,1133,5,119,35,16,358,509,64,+AC0-66,879
243726,2025+AC0-03+AC0-20 06:27:38,2025+AC0-03+AC0-20,06:27:38,GPS,5,3814,40,0,1.4,+AC0-0.614170000000000,32.591171000000003,1129,0,135,34,+AC0-127,299,529,49,+AC0-73,978
243726,2025+AC0-03+AC0-20 06:47:41,2025+AC0-03+AC0-20,06:47:41,GPS,5,3817,41,0,1.5,+AC0-0.614566000000000,32.593479000000002,869,2,69,35,166,355,521,107,+AC0-121,1121
243726,2025+AC0-03+AC0-20 07:07:40,2025+AC0-03+AC0-20,07:07:40,GPS,5,3814,40,0,1.6,+AC0-0.612502000000000,32.601208000000000,1144,1,75,35,+AC0-71,333,520,22,+AC0-76,821
243726,2025+AC0-03+AC0-20 07:28:05,2025+AC0-03+AC0-20,07:28:05,GPS,8,3823,42,0,0.8,+AC0-0.647872000000000,32.603489000000003,1131,1,14,31,302,+AC0-237,527,96,+AC0-89,1001
243726,2025+AC0-03+AC0-20 07:47:36,2025+AC0-03+AC0-20,07:47:36,GPS,8,3820,41,0,0.8,+AC0-0.646739000000000,32.607776999999999,1134,1,95,31,+AC0-13,374,509,153,+AC0-90,1143
243726,2025+AC0-03+AC0-20 08:07:36,2025+AC0-03+AC0-20,08:07:36,GPS,8,3826,43,0,0.8,+AC0-0.633386000000000,32.619883999999999,1135,1,57,31,255,332,489,146,+AC0-63,984
243726,2025+AC0-03+AC0-20 08:27:36,2025+AC0-03+AC0-20,08:27:36,GPS,7,3823,42,0,0.9,+AC0-0.632211000000000,32.625087999999998,1131,1,89,32,+AC0-37,349,517,37,+AC0-121,1063
243726,2025+AC0-03+AC0-20 08:47:38,2025+AC0-03+AC0-20,08:47:38,GPS,7,3823,42,0,0.9,+AC0-0.631360000000000,32.630656999999999,1194,1,86,34,+AC0-112,292,555,+AC0-41,6,931
243726,2025+AC0-03+AC0-20 09:07:49,2025+AC0-03+AC0-20,09:07:49,GPS,7,3826,43,0,0.9,+AC0-0.626765000000000,32.629192000000003,1145,2,53,34,28,370,495,171,+AC0-126,988
243726,2025+AC0-03+AC0-20 09:27:39,2025+AC0-03+AC0-20,09:27:39,GPS,6,3828,44,0,1.0,+AC0-0.627671000000000,32.627215999999997,1025,1,47,34,365,240,443,119,+AC0-116,952
243726,2025+AC0-03+AC0-20 09:47:49,2025+AC0-03+AC0-20,09:47:49,GPS,5,3826,43,0,1.2,+AC0-0.623868000000000,32.631855000000002,1142,2,56,36,403,198,440,48,+AC0-115,971
243726,2025+AC0-03+AC0-20 10:08:06,2025+AC0-03+AC0-20,10:08:06,GPS,8,3831,45,0,0.8,+AC0-0.617625000000000,32.624687000000002,1124,2,51,36,284,327,471,+AC0-56,+AC0-67,998
243726,2025+AC0-03+AC0-20 10:27:36,2025+AC0-03+AC0-20,10:27:36,GPS,8,3826,43,0,0.9,+AC0-0.614310000000000,32.630130999999999,1134,1,59,36,257,332,472,140,+AC0-145,1160
243726,2025+AC0-03+AC0-20 10:47:36,2025+AC0-03+AC0-20,10:47:36,GPS,7,3826,43,0,1.0,+AC0-0.610681000000000,32.635620000000003,1135,3,67,37,136,360,476,70,+AC0-61,857
243726,2025+AC0-03+AC0-20 11:07:36,2025+AC0-03+AC0-20,11:07:36,GPS,7,3831,45,0,1.0,+AC0-0.621864000000000,32.641616999999997,1134,1,71,36,150,351,505,68,+AC0-30,1142
243726,2025+AC0-03+AC0-20 11:27:36,2025+AC0-03+AC0-20,11:27:36,GPS,7,3831,45,0,1.0,+AC0-0.618966000000000,32.647376999999999,1124,2,94,36,+AC0-22,348,513,131,+AC0-192,1031
243726,2025+AC0-03+AC0-20 11:47:36,2025+AC0-03+AC0-20,11:47:36,GPS,7,3831,45,0,1.0,+AC0-0.625848000000000,32.658977999999998,1128,2,91,36,338,256,482,126,+AC0-118,1035
243726,2025+AC0-03+AC0-20 12:07:40,2025+AC0-03+AC0-20,12:07:40,GPS,5,3831,45,0,1.5,+AC0-0.622918000000000,32.665081000000001,1084,2,75,36,20,345,508,52,+AC0-116,969
243726,2025+AC0-03+AC0-20 12:27:40,2025+AC0-03+AC0-20,12:27:40,GPS,4,3831,45,0,1.6,+AC0-0.620253000000000,32.671180999999997,1084,3,90,37,14,331,553,+AC0-198,+AC0-57,1121
243726,2025+AC0-03+AC0-20 12:47:39,2025+AC0-03+AC0-20,12:47:39,GPS,4,3831,45,0,1.5,+AC0-0.616113000000000,32.676796000000003,1139,2,43,37,101,357,477,6,+AC0-22,1063
243726,2025+AC0-03+AC0-20 13:07:38,2025+AC0-03+AC0-20,13:07:38,GPS,4,3828,44,0,1.5,+AC0-0.611989000000000,32.682040999999998,1137,2,80,37,+AC0-26,325,535,54,+AC0-93,1061
243726,2025+AC0-03+AC0-20 13:27:51,2025+AC0-03+AC0-20,13:27:51,GPS,4,3828,44,0,1.6,+AC0-0.608366000000000,32.687244000000000,1131,2,67,39,119,355,511,35,+AC0-162,1107
243726,2025+AC0-03+AC0-20 13:47:43,2025+AC0-03+AC0-20,13:47:43,GPS,4,3828,44,0,1.7,+AC0-0.604454000000000,32.692287000000000,1130,1,50,39,226,318,506,12,+AC0-29,1041
243726,2025+AC0-03+AC0-20 14:07:41,2025+AC0-03+AC0-20,14:07:41,GPS,4,3826,43,0,1.9,+AC0-0.600412000000000,32.696938000000003,1129,2,37,38,323,267,504,67,+AC0-171,1151
243726,2025+AC0-03+AC0-20 14:28:05,2025+AC0-03+AC0-20,14:28:05,GPS,9,3826,43,0,0.9,+AC0-0.596472000000000,32.701591000000001,1123,1,39,37,+AC0-176,+AC0-127,585,49,+AC0-289,1031
243726,2025+AC0-03+AC0-20 14:47:38,2025+AC0-03+AC0-20,14:47:38,GPS,8,3837,46,7,1.0,+AC0-0.525819000000000,32.761043999999998,1354,26,132,29,+AC0-235,138,560,100,+AC0-286,1006
243726,2025+AC0-03+AC0-20 15:08:31,2025+AC0-03+AC0-20,15:08:31,GPS,7,3842,48,5,1.3,+AC0-0.447797000000000,32.814613000000001,1543,47,39,28,294,324,390,64,+AC0-293,882
243726,2025+AC0-03+AC0-20 15:27:39,2025+AC0-03+AC0-20,15:27:39,GPS,6,3839,47,0,1.8,+AC0-0.362465000000000,32.863090999999997,1447,31,103,27,+AC0-145,309,542,55,+AC0-332,917
243726,2025+AC0-03+AC0-20 15:48:46,2025+AC0-03+AC0-20,15:48:46,GPS,5,3839,47,0,1.8,+AC0-0.265110000000000,32.909202999999998,1335,33,17,28,265,349,311,137,+AC0-490,796
